Event Name,Description,Audience,Cycle,Email,Website,Date,Duration,Venue,City,Country
EXPODRINKS CARIBE 2024,"Fair of wine, whiskey, beer and other spirits. Expo Bebidas is the fair that allows visitors to know, taste and learn about the culture of good drinking and its pairings",Public,once a year,info@corferias.com,http://expodrinks.co/,2024-09-01,1,"Puerta de Oro, Centro de Convenciones del Caribe",Barranquilla,Colombia
ANDERSON GUNS & KNIFE SHOW 2023,"Arms & Antique Expo. ANDERSON GUNS & KNIFE SHOW presents shotguns, handguns, hunting rifle, combat knife, samurai swords, collector firearms, Indian artifacts, muzzle load, laser optics, safety equipment, holsters, gun parts and rifle spoke",Public,unknown,MWXmarketing@aol.com,http://www.greatamericanpromotionsllc.com/,2023-10-28,2,Civic Center of Anderson,Anderson,USA
NEOSHO GUN SHOW 2023,"Guns & knife show features personal defense weapons, war relics, rifles, handgun, shotgun, pistol, collectible firearm, antique knife, fishing & hunting accessories, survival gears, military surplus, holsters, gun cases and gun safe",Public,unknown,rkshows@yousq.net,http://rkshows.com/events/category/missouri,2023-10-07,2,Newton County Fairgrounds,Neosho,USA
OTC BRASIL 2023,Offshore Technology Conference,Public,every 2 years,otcbrasil@ibp.org.br,http://www.otcnet.org/brasil,2023-10-24,3,SulAmerica Business Center,Rio de Janeiro,Brazil
PROCESS EXPO 2023,Global Food Equipment and Technology Show. PROCESS EXPO is the nation’s largest trade show dedicated to bringing the latest technology and integrated solutions to all segments of the food and beverage industry,Public,every 2 years,info@fpsa.org,http://www.myprocessexpo.com/,2023-10-23,3,McCormick Place,Chicago,USA
MEDICAL TUBING & CATHETERS - NORTH AMERICA 2023,"International conference on polymeric medical tubing and catheters, covering design, materials, production and applications",Public,once a year,consult@amiplastics-na.com,http://www.ami.international/events/upcoming,2023-11-01,2,Florida State Fairgrounds,Tampa,USA
STREAMING MEDIA WEST 2023,"Internet Audio and Video Event. Streaming Media West is where content owners, viral video creators, online marketers, broadcast professionals, ad agencies & others come to see and hear the latest in online video technology and what the future might bring",Public,once a year,custserv@infotoday.com,http://www.streamingmedia.com/west,2023-11-01,1,"Hyatt Regency Huntington Beach, CA",Huntington Beach,USA
DYE+CHEM BRAZIL 2023,International Exhibition devoted to focus on all kinds of Dyes and Fine & Specialty Chemicals,Public,once a year,cems@cemsbangladesh.com,http://www.cems-dyechem.com/,2023-11-01,1,Centro de Eventos Pró-Magno,São Paulo,Brazil
ALUMINIUM USA 2023,"Meeting place for suppliers of raw material, semi-finished and finished products, surface treatment and producers of machinery, plant and equipment for aluminum processing and manufacturing",Public,every 2 years,aluusa@reedexpo.com,http://www.aluminium-exhibition.com/en-gb/Global.html,2023-10-25,2,Music City Center,Nashville,USA
LEBANON GUNS AND KNIFE SHOW 2023,"Arms and Ammunition fair. LEBANON GUNS AND KNIFE SHOW presents shotguns, handguns, shooting rifles, pistol, antique dagger, samurai swords, ammo, collectible firearms, carbine, fishing and hunting accessories, holsters, cartridges, gun cases & safe",Public,unknown,,http://www.eagleshows.com/,2023-10-28,2,Lebanon Valley Expo and Fairgrounds,Lebanon,USA
FIHAV - HAVANA INTERNATIONAL FAIR 2023,"Consumer Goods, Machinery, Equipment, Technology, Raw materials and Services",Public,once a year,wilma@palco.cu,http://www.camaracuba.cu/,2023-11-01,1,Recinto Ferial Expocuba,Havana,Cuba
B&LIS - BRAND & LICENSING - NORTH AMERICA 2023,The Brand & Licensing Innovation Summit (B&LIS) will bring together brand licensing leaders and delivers thought-provoking content and networking opportunities to help drive the industry forward,Public,once a year,brandlicensinginnovationsummitCS@informa.com,http://www.brandlicensinginnovationsummit.com/en/home.html,2023-11-02,1,Convene New York at 117 W,New York,USA
SOFA CHICAGO 2023,Sculpture objects and Functional Art & Design Fair,Public,once a year,info@clarionevents.com,http://www.sofaexpo.com/,2023-11-01,1,Navy Pier,Chicago,USA
INTERCON PERU 2023,"International Conference on Electronics, Electrical Engineering and Computing",Public,once a year,informes@ieee.org.pe,http://intercon.org.pe/,2023-11-02,3,UPC - Universidad Peruana de Ciencias Aplicadas,Lima,Peru
UFI GLOBAL CONGRESS 2023,"Global Congress, known as the exhibition industry’s largest global meeting, combining international networking with unique content. An ideal opportunity to gain insight into topics of strategic interest, on the current industry trends and challenges",Public,once a year,events@ufi.org,http://www.ufi.org/our-events,2023-11-01,4,Exhibition Centre Cologne,Las Vegas,Germany
RICHMOND GUNS & KNIFE SHOW 2023,"Weapon Fair. RICHMOND GUNS & KNIFE SHOW features hunting knife, shooting rifle, rifle spoke, sharpening tool, outdoor equipments, reloading supplies, hunting & fishing gears, laser sights, hunting boots, bulletproof jacket and Camouflage Related item",Public,unknown,cigshows@gmail.com,http://www.centralindianagunshows.com/events,2023-10-07,2,Wayne County Fairgrounds,Richmond,USA
OAK HARBOR GUN SHOW 2023,"Arms & Ammunition Fair. OAK HARBOR GUN SHOW features hunting rifle, samurai swords, memorabilia, custom knife, shotguns, cartridges, gun magazines, antique pistols, coins, laser optics, fishing tackles, display cases, holsters and survival training",Public,unknown,sales@bigtoppromos.com,http://www.bigtoppromos.com/,2023-10-14,2,Oak Harbor Elks,Oak Harbor,USA
CONNECT WEST 2023,"Connect is the premier event that brings together planners, suppliers and experts in Corporate, Association, Speciality, Expo, Tour and Sports meetings & events for preset appointments, general sessions, planner/supplier round tables & quality networking",Public,once a year,info@connectmeetings.com,http://www.connectmeetings.com/,2023-11-01,3,"San Francisco, CA",San Francisco,USA
EXPO LIGHTING AMERICA - ELA 2023,"Annual Gathering of Lighting Professionals in Latin America. EXPO LIGHTING AMERICA - ELA showcases Architectural Lighting, Design & Decorative Lighting, Retail & Hospitality Lighting, Exterior Lighting, Energy Efficiency, Automation & Control Systems",Public,once a year,info@expolightingamerica.com,http://www.expolightingamerica.com/en-us.html,2023-11-01,1,Centro Citibanamex,Mexico City,Mexico
CANNA INDUSTRY 2023,The business and knowledge hub of the cannabis industry for medicinal and industrial use in LATAM,Public,once a year,info@corferias.com,"http://www,cannaindustry.co/",2023-11-01,2,Corferias - Centro de Convenciones,Bogotá,Colombia
LEXINGTON GUN SHOW 2023,"Guns & knife show. LEXINGTON GUN SHOW features handguns, shotguns, shooting rifles, collectible guns, all size of knives, war relics, pistols, hunting accessories, fishing gears, military surplus, holsters, gun safes, gun cases, survival gears",Public,unknown,rkshows@yousq.net,http://rkshows.com/events/category/kentucky,2023-10-21,2,Kentucky Horse Park,Lexington,USA
SALAO DUAS RODAS 2023,"The main Motorcycle trade show for Latin America. Salão Duas Rodas gathers the entire tribe of Motorcycle lovers, with amazing experiences in test rides, off-roading, urban mobility, the lifestyle arena, ovaltrack, the customization arena and much more",Public,every 2 years,atendimentovisitante@rxglobal.com,http://www.salaoduasrodas.com.br/en-us.html,2023-10-24,6,São Paulo Expo Exhibition & Convention Center,São Paulo,Brazil
ENERSOLAR + BRAZIL 2024,International Fair of Solar Energy Technologies,Public,once a year,comercial@fieramilano.com.br,http://feiraecoenergy.com.br/,2024-09-01,1,World Trade Center São Paulo,São Paulo,Brazil
HAMBURG OPEN 2024,The innovation and networking event for technology and creative professionals in the broadcast and media technology industry,Public,once a year,info@hamburg-messe.de,http://www.hamburg-messe.de/en,2024-01-17,2,Hamburg Messe und Congress,Hamburg,Germany
WMS - WOODWORKING MACHINERY 2023,"Canada's Largest Woodworking Event. For more than four decades, WMS has connected Canada's woodworking professionals with the world's most prominent machinery manufacturers and suppliers",Public,every 2 years,wms@heiexpo.com,http://www.woodworkingnetwork.com/events-contests/wms,2023-11-02,3,Toronto Pearson International Airport - YYZ,Mississauga,Canada
BLUFFS SHOOTERS GUN SHOW NEBRASKA 2023,"Arms & Ammunition Fair. BLUFFS SHOOTERS GUN SHOW NEBRASKA presents all types of firearms, combat knife, hunting rifle, rifle spoke, sharpening tool, cartridges, gun magazines, gun safes, self protection weapons, hi-tech optics and collectibles",Public,twice a year,,http://bluffsshooters.com/gun-show,2023-11-04,2,Scotts Bluff County Fairground,Mitchell,USA
SALON INTERNATIONAL TOURISME VOYAGES 2023,"International Tourism & Travel Show. More than a hundred countries represented through their tourism offices, tour operators or travel agents",Public,once a year,info@expomediainc.com,http://www.salontourismevoyages.com/en,2023-11-03,3,Palais des Congrès de Montréal,Montreal,Canada
"ART & CRAFT FAIR - MINOT, ND 2023","Hand Made items you will see at ""ART & CRAFT FAIR"" are handcrafted wood furniture & decorative pieces, photography, pottery, jewelry, variety of floral arrangements, creative clothing pieces for all ages, hand woven rugs, home sewn quilts...",Public,twice a year,info@thebigone.biz,http://www.thebigone.biz/,2023-11-03,2,ND State Fair Center,Minot,USA
WINTER MEETING AND NUCLEAR TECHNOLOGY EXPO 2023,Winter Meeting and Nuclear Technology Expo,Public,once a year,,http://www.ans.org/meetings,2023-11-05,4,Renaissance Orlando Hotel,Washington D.C.,USA
LONGVIEW GUN & KNIFE SHOW 2023,"Arms and Ammunition Fair. LONGVIEW GUN & KNIFE SHOW presents all types of firearms, combat knife, swords, fishing gears, antique pistols, cartridges, hunting accessories, gun parts, self protection weapons, outdoor survival training and hi-tech optics",Public,unknown,info@capgunshows.com,http://capgunshows.com/longview-tx-gun-show,2023-11-04,2,Maude Cobb Convention & Activity Center,Longview,USA
AVS INTERNATIONAL SYMPOSIUM 2023,"AVS Society International Congress. Chemistry, physics, biology, mathematics, all engineering disciplines...",Public,once a year,keith@avs.org,http://www.avs.org/symposium,2023-11-05,6,Oregon Convention Center,Portland,USA
CROWN POINT GUNS & KNIFE SHOW 2023,"Weapon Fair. CROWN POINT GUNS & KNIFE SHOW features hunting knife, rifle, rifle spoke, sharpening tool, outdoor equipments, reloading supplies, hunting & fishing gears, laser sights, hunting boots, bulletproof jacket and Camouflage Related item",Public,unknown,cigshows@gmail.com,http://www.centralindianagunshows.com/crown-point,2023-11-04,2,Lake County Fairgrounds,Crown Point,USA
ATLANTA HOLIDAY BOUTIQUE 2023,"Atlanta Christmas Trade Fair. Holiday decor, apparel, food and wine, jewelry, toys, and more !",Public,once a year,rosannah@marketplaceevents.com,http://www.atlantaholidayboutique.com/,2023-11-03,3,Gas South Convention Center,Duluth,USA
PLAST-EX 2023,"Plastics Industry Trade Show. PLAST-ex will enable you to interact with world-class plastics suppliers, test drive the latest technologies & innovations, network with industry peers & thought-leaders, expand your industry knowledge...",Public,every 2 years,registration.advmfg@informa.com,http://admtoronto.com/plastex,2023-11-07,3,Toronto Congress Centre,Toronto,Canada
"LUXURY BRIDAL EXPO SHERATON HOTEL, BROOKFIELD, WI 2023","Luxury Bridal Exhibition in Millwaukee. LUXURY BRIDAL EXPO Brookfield features Bridal Gowns & Shops, Accessories and Fashion Jewelry, Party & Activities providers, Beauty, Lifestyle and Wellness products, Caterers, Wedding Dresses, Event Planners",Public,unknown,info@bridalshowexpo.com,http://www.bridalshowexpo.com/,2023-11-05,1,Sheraton Milwaukee Brookfield Hotel,Milwaukee,USA
BREMERTON GUN SHOW 2023,"Arms & Ammunition Fair. BREMERTON GUN SHOW presents hunting knife, shooting rifle, rifle spoke, sharpening tool, outdoor equipment, reloading supplies, hunting accessories, flashlights, hunting boots, gun safes, books and Camouflage Related items",Public,unknown,sales@bigtoppromos.com,http://www.bigtoppromos.com/,2023-11-04,2,Kitsap County Fairgrounds Bremerton,Seattle,USA
SLIDELL GUN AND KNIFE SHOW 2023,"Weapons Fair. SLIDELL GUN & KNIFE SHOWS features ammo, hunting knife, shooting rifle, rifle spoke, sharpening tool, outdoor equipments, reloading supplies, hunting & fishing gears, ear plug, flashlight, hunting boots and Camouflage Related item",Public,3 times a year,slidellgunandknifeshow@yahoo.com,http://www.slidellgunandknifeshow.com/,2023-11-04,2,Northshore Harbor Center,Slidell,USA
A&D PROGRAMS 2023,"This forum gathers key stakeholders and thought leaders to provide real-time insights, data and perspectives on program outlooks, defense acquisition reforms, supply chain concerns and Defense spending trends",Public,once a year,events@aviationweek.com,http://adprograms.aviationweek.com/en/home.html,2023-11-07,2,"The Watergate Hotel, Washington D.C.",Washington D.C.,USA
AVICOLA & PORCINOS 2023,International Poultry & Pig Breeding Exhibition and Conference in Argentina,Public,once a year,info@avicola.com.ar,http://www.avicola.com.ar/en,2023-11-06,3,La Rural Predio Ferial,Buenos Aires,Argentina
GUNS & KNIFE SHOW COLUMBUS + 2023,"Arms and Ammunition fair. GUNS & KNIFE SHOW COLUMBUS presents all types of firearms, training, combat knives & swords, fishing gears, antique pistols, cartridges, hunting accessories, gun cases & safes, self protection weapons and outdoor equipment",Public,unknown,tiamalle@aol.com,http://www.gemcapitolshows.com/,2023-11-04,2,Columbus Iron Works - Columbus Georgia Convention and Trade Center,Columbus,USA
WINSTON-SALEM GUN & KNIFE SHOW 2023,"Arms and Ammunition Fair. WINSTON-SALEM FALL GUN & KNIFE SHOW showcases antique pistols, hunting rifles, combat knives and swords, cartridges, coins & collectible, hunting accessories, fishing gears, holster, gun safes & cases, outdoor survival training",Public,unknown,info@showmastersgunshows.com,http://www.cegunshows.com/winston-salem--nc2.html,2023-11-04,2,Winston-Salem Fairgrounds,Greensboro,USA
PTX CANADA | POWDER & BULK SOLIDS CANADA 2023,Powder Processing & Automation Conference and Exposition. Powder & Bulk Solids Canada will put you face-to-face with North America’s leading processing manufacturers displaying hundreds of solutions to help accelerate your product to market,Public,every 2 years,advmfgregistration@ubm.com,http://admtoronto.com/pbs,2023-11-07,3,Toronto Congress Centre,Toronto,Canada
PASCAGOULA GUN SHOW 2023,"Guns & Knives show. PASCAGOULA GUN SHOW presents all types of firearms, knives, militaria of war, fishing gears, antique pistol, hunting accessories, muzzle loading, gun case & safes, self protection weapon, outdoor survival training and hi-tech optics",Public,once a year,bigpopfireworks@gmail.com,http://www.bigpopgunshows.com/services,2023-11-04,2,Jackson County Fairgrounds,Pascagoula,USA
