event_name,description,audience,cycle,website,email,date_uncertain,date,duration_days,venue_name,city,state,country
ACCESS MBA - SAN FRANCISCO 2024,ACCESS MBA is a communication campaign specifically designed to better inform prospective students of existing MBA opportunities. ACCESS MBA is a series of events organised around the world,Public,twice a year,http://www.accessmba.com/events/region/north-america,coutat@advent-communication.net,True,2024-01-01,1,,,,USA
CAPITAL CITY GUN & KNIFE SHOW IN RALEIGH 2023,"Arms and Ammunition Fair. CAPITAL CITY GUN & KNIFE SHOW IN RALEIGH features rifles, handguns, shotguns, combat knives and swords, cartridges, antique coins, hunting and fishing accessories, war relics, carbines and self protection items",Public,unknown,http://www.cegunshows.com/raleigh-gun-show.html,info@showmastersgunshows.com,False,2023-12-16,2,NC State Fairgrounds,Raleigh,NC,USA
LOUISVILLE GUN SHOW 2023,"Guns & knife show. LOUISVILLE GUN SHOW showcases handguns, shotguns, shooting rifles, collectible guns, all size of knives, war relics, pistols, hunting accessories, fishing gears, military surplus, holsters, gun safes, gun cases, survival gears",Public,unknown,http://rkshows.com/event/louisville-ky-gun-show-5,rkshows@yousq.net,False,2023-12-30,2,Kentucky Exposition Center,Louisville,KY,USA
G & S ARKANSAS GUNS & KNIFE SHOW - CONWAY 2023,"Arms and Ammunition Fair. G & S ARKANSAS GUNS & KNIFE SHOW presents antique pistols, rifles, air guns, combat knives, gun magazines, collectible firearm, hunting gears, fishing gears, holsters, gun safes, display cases, survival training...",Public,unknown,http://gunshowtrader.com/promoter/gs-promotions,gnshpr1@aol.com,False,2023-12-09,2,Faulkner County Fairgrounds,Conway,AR,USA
TORONTO CHRO 2023,Human Resource Congress. CHRO (Chief Human Resources Officer) SUMMIT gives the oportunity to share best practices and develop leadership skills that enhance organization's ability to impact the local and global business climate,Public,3 times a year,http://www.evanta.com/calendar,info@evanta.com,False,2023-12-13,1,"Toronto, ON",Toronto,ON,Canada
DREAM HACK ATLANTA 2023,"DreamHack is a three-day event with everything gaming under one roof! DreamHack will feature all core content of a DreamHack festival, such as the BYOC LAN, esports tournaments, cosplay, live music, an expo area and much more",Public,once a year,http://dreamhack.com/atlanta,sales@dreamhack.com,False,2023-12-15,3,Georgia World Congress Center,Atlanta,GA,USA
GUNS & KNIFE SHOW FOREST PARK 2023,"Arms & Weapon fair. GUNS & KNIFE SHOW IN FOREST PARK features rifles, all types of knives, shotguns, personal defence weapons, fishing gears, holsters, antiques & collectible firearms, gun cases, hunting accessories, outdoor equipment",Public,unknown,http://www.gemcapitolshows.com/,gunshow@windstream.net,False,2023-12-30,2,DeChoice Banquet Hall and Events,Forest Park,GA,USA
GUNS & KNIFE SHOW WAYNESVILLE 2023,"Arms and Ammunition fair. GUNS & KNIFE SHOW WAYNESVILLE showcases shooting rifles, all sizes of knives, defence weapons amurai swords, shotguns, collectible firearms, hunting & fishing accessories, Militaria of War, ammo, carbines, cartridges and holster",Public,unknown,http://www.gemcapitolshows.com/,tiamalle@aol.com,False,2023-12-16,2,Haywood County Fairgrounds,Asheville,NC,USA
HOME + REMODELING SHOW 2024,"Chantilly, VA Home, Gardening, Remodelling and Home Decor show",Public,once a year,http://homeandremodelingshow.com/,rosannah@marketplaceevents.com,True,2024-01-01,1,Dulles Expo & Conference Center,Fairfax,VA,USA
GUN & KNIFE SHOW FRIDLEY 2023,"Self-defense weapon fair. GUN & KNIFE SHOW FRIDLEY presents antique pistols, rifles, air guns, combat knives, gun magazines, rifle spoke, hunting gears, sharpening tools, holsters, gun safes, display cases, survival training and gun parts",Public,unknown,http://www.crocodileproductionsinc.com/,crocodile1@comcast.net,False,2023-12-29,2,Banquets of Minnesota,Fridley,MN,USA
HOWARD COUNTY FAIRGROUNDS GUN SHOW 2023,"Arms & Ammunition Fair. HOWARD COUNTY FAIRGROUNDS GUN SHOW features hunting knife, shooting rifle, rifle spoke, sharpening tool, outdoor equipments, reloading supplies, hunting & fishing gears, flashlight, hunting boots, ear plugs and Camouflage Related",Public,4 times a year,http://www.thegunshows.com/,AppPromotions@aol.com,False,2023-12-09,2,Howard County Fairgrounds,Baltimore,MD,USA
ATLANTA GUN SHOW 2023,"Guns & knife show. ATLANTA GUN SHOW features handguns, shotguns, rifles, collectible guns, antique knife, personal defense weapons, hunting accessories, fishing gears, military surplus, outdoor equipment",Public,unknown,http://rkshows.com/events/category/georgia,rkshows@yousq.net,False,2023-12-16,2,Atlanta Exposition Center,Atlanta,GA,USA
SAVANNAH GUN SHOW 2023,"Guns & knife show features handguns, shotguns, rifles, collectible guns, antique knife, personal defense weapons, hunting accessories, fishing gears, military surplus, outdoor equipment",Public,unknown,http://rkshows.com/events/category/georgia,rkshows@yousq.net,False,2023-12-30,2,Savannah International Trade & Convention Center,Savannah,GA,USA
TAYLOR GUN SHOW 2023,"Arms & Ammunition Fair. TAYLOR GUN SHOW features self protection weapons, shooting rifle, shotgun, reloading supplies, combat swords, collector guns, fishing tackle, bulletproof jackets, ear plugs, holsters, carbines, flashlight and hunting knives",Public,unknown,http://www.premiergunshows.com/shows,Info@PremierGunShows.com,False,2023-12-16,2,Williamson County Expo Center,Georgetown,TX,USA
"LOUISVILLE BUILD, RENOVATE & LANDSCAPE EXPO 2024","Build, Renovate & Landscape Expo. The Louisville Build, Renovate & Landscape Expo is a comprehensive home show that brings together homeowners and many of the most knowledgeable and experienced remodeling and building experts",Public,once a year,http://www.homeshowcenter.com/overview/louisvillehome2,info@homeshowcenter.com,False,2024-01-12,3,Kentucky International Convention Center,Louisville,KY,USA
SALT LAKE HOME SHOW 2024,"Home & Renovation Show. The best place to find fresh ideas and smart advice for remodelling, home improvement, redesign & more. Innovative Products and Hundreds of Experts all Under One Roof",Public,once a year,http://saltlakehomeshow.com/,rosannah@marketplaceevents.com,False,2024-01-05,3,,,,USA
NASHVILLE BOAT & SPORTSHOW 2024,Boat and Water Sports Show,Public,once a year,http://www.nashvilleboatshow.com/,webmaster@nmma.org,False,2024-01-04,4,,,,USA
FUN ANNUAL CONVENTION 2024,"Currency and Coin Expo in Florida. FUN ANNUAL CONVENTION FORT LAUDERDALE features paper currency, coins, vintage coins, medal, heritage auctions and all types of numismatics",Public,once a year,http://www.funtopics.com/fun-convention.html,cwibker@aol.com,False,2024-01-04,4,,,,USA
RISE 2024,"Conference: Research, Innovation & Science for Engineered Fabrics",Public,once a year,http://www.inda.org/events,dlovell@inda.org,True,2024-09-01,1,NC State Fairgrounds,Raleigh,NC,USA
BIOTECH SHOWCASE 2024,"Forum dedicated to Biotechnologies. Biotech Showcase, a forum devoted to providing biotechnology companies, investors & pharmaceutical executives with an opportunity to meet them during the course of the largest annual healthcare investor conference",Public,once a year,http://informaconnect.com/biotech-showcase,krogers@ebdgroup.com,False,2024-01-08,3,Hilton San Francisco Union Square,San Francisco,CA,USA
GREATER CHICAGO RV SHOW 2024,"Recreational Vehicles Show in Chicago. GREATER CHICAGO RV SHOW features camping car, travel trailers, SUV, Tow vehicle, automobile parts, car accessories, tool, all travel & recreational vehicles",Public,once a year,http://www.rvsupershows.com/general-6,vilma.fraguada@goodsam.com,False,2024-01-05,3,Renaissance Schaumburg Hotel,Schaumburg,IL,USA
GUNS & KNIFE SHOW GROVETOWN 2024,"Arms & Weapon fair. GUNS & KNIFE SHOW IN GROVETOWN features rifles, all types of knives, shotguns, personal defence weapons, fishing gears, holsters, antiques & collectible firearms, gun cases, hunting accessories, outdoor equipment",Public,unknown,http://www.eastmangunshows.com/calendar.asp,gunshow@windstream.net,False,2024-01-06,2,,,,USA
PORTLAND BOAT SHOW 2024,"Boat Show. Portland Boat Show is your best opportunity to find an outstanding selection and great deals on new and pre-owned fishing boats, ski boats, yachts, sailing vessels, personal watercraft, accessories",Public,once a year,http://www.otshows.com/#,info@otshows.com,False,2024-01-10,5,Portland Expo Center,Portland,OR,USA
COLORADO SPRINGS HOME BUILDING & REMODELING SHOW 2024,The Colorado Springs Home Building & Remodeling Show brings Colorado Springs homeowners together with the area's top remodeling and building experts,Public,once a year,http://www.homeshowcenter.com/overview/ColoradoSprings,info@homeshowcenter.com,False,2024-01-05,3,Norris-Penrose Event Center,Colorado Springs,CO,USA
GO BOATING FLORIDA 2024,Charlotte County Boat Show,Public,once a year,http://goboatingflorida.com/,info@swfmia.com,False,2024-01-11,4,Charlotte County Fairgrounds,Port Charlotte,Fl,USA
SOUTH CAROLINA INTERNATIONAL AUTO SHOW 2024,"South Carolina International Auto Sho. SOUTH CAROLINA INTERNATIONAL AUTO SHOW will present a wide selection of manufacturer's new-model vehicles, trucks, SUVS & collection of high-end exotic vehicles from Maserati, Bentley and Rolls-Royce",Public,once a year,http://southcarolinaautoshow.com/,lisa.gelb@primedia.com,True,2024-01-01,1,,,,USA
SURF EXPO 2024,"International Event de dedicated to the Board, Beach & Fashion industries. Surf Expo features approximately 2, 000 booths of apparel and hardgoods and a full line-up of special events, including fashion shows, annual awards ceremonies, and demos",Public,twice a year,http://www.surfexpo.com/,rturner@surfexpo.com,False,2024-01-10,3,,,,USA
AUSTIN HOME & GARDEN SHOW 2024,"The Austin, TX Home & Garden Show is the place for you to experience what's new in remodelling, gardening, decorating and anything related to your home & garden",Public,once a year,http://austinfallhomeandgardenshow.com/,lisag@mpeshows.com,False,2024-01-12,3,Austin Convention Center,Austin,TX,USA
ASHEVILLE GUN & KNIFE SHOW 2024,"Arms and Weapons fair. ASHEVILLE GUN & KNIFE SHOW IN SUMMER features handguns, rifles, shotguns, collectibles firearms, pistols, antique swords, all size of knives, survival gear, holster, gun cases & safe, fishing & hunting accessories",Public,unknown,http://www.mkshows.com/cgi-bin/shows.asp,Mike@MKShows.com,False,2024-01-06,2,Western N.C. Agricultural Center,Fletcher,NC,USA
AIAA SCIENCE AND TECHNOLOGY FORUM 2024,"American Institute of Aeronautics and Astronautics Annual Forum. AIAA SCIENCE AND TECHNOLOGY FORUM presents new aerospace technologies, engineering solutions, smart designs, innovations in energy science, system development and IT support for Defense",Public,once a year,http://www.aiaa.org/events-learning/Forums,chriss@aiaa.org,False,2024-01-08,5,"Orlando, FL",Orlando,FL,USA
"HITS CHAMPIONSHIP SARASOTA, FL 2024","Endureance Sports Expo in Sarasota, FL. HITS CHAMPIONSHIP SARASOTA is a sporting event for running, hiking, swimming, biking featuring wellness & fitness seminars, nutritionists, training experts, all fitness products & services for Triathlon",Public,once a year,http://alpha.win/event/sarasota-fl,info@alpha.win,False,2024-01-07,1,"Sarasota, FL",Sarasota,FL,USA
RALEIGH BASS & SALTWATER FISHING EXPO 2024,"The ""Bass & Saltwater Fishing Expo"" brings together the finest products and services the fishing industry has to offer. Tackle, rods & reels, apparel, maps, charters, sunglasses, boats, motors, electronics, knives...",Public,once a year,http://bassandsaltwaterfishingexpo.com/,info@ncboatshows.com,False,2024-01-12,3,NC State Fairgrounds,Raleigh,NC,USA
MADISON HOME EXPO 2024,"Madison (WI) Home Expo. The Madison Home Expo will connect you to the area’s leading remodelers, builders, and design professionals",Public,once a year,http://www.homeshowcenter.com/overview/Madison,info@homeshowcenter.com,False,2024-01-05,3,Monona Terrace Convention Center,Madison,WI,USA
ASI SHOW ORLANDO 2024,"Regional Networking Event & Exhibition for the Advertizing Industry Professionals in Orlando. ASI SHOW ORLANDO brings together suppliers, decorators and distributors within the advertising specialty industry",Public,once a year,http://www.asishow.com/,ideas@asicentral.com,False,2024-01-03,3,,,,USA
COLUMBUS BUILDING & RENOVATION EXPO 2024,"Columbus Build, Remodel & Landscape Expo. Kitchens, Baths, Custom Remodeling, Windows, Siding, Roofing, Doors, Sunrooms, Room Additions, Basements, Cabinets, Countertops, Carpet & Hardwood Floors, Landscaping, Decks, Patios, Saunas & Spas...",Public,once a year,http://www.homeshowcenter.com/overview/columbus,info@homeshowcenter.com,False,2024-01-05,3,Ohio Expo Center & State Fair,Columbus,OH,USA
ICEC USA 2024,"International Converting Exhibition and Conference dedicated to the Paper, film and Foil Industry",Public,every 2 years,http://www.convertingshow.com/,bchiricosta@reedexpo.com,False,2024-01-09,3,,,,USA
GREENVILLE REMODELING EXPO 2024,Home Remodeling Expo. Greenville Remodeling Expo is a comprehensive home show that brings together homeowners and many of the most knowledgeable and experienced remodeling and building experts,Public,once a year,http://www.homeshowcenter.com/overview/greenville,info@homeshowcenter.com,False,2024-01-12,3,,,,USA
THE CHARLESTON IN-WATER BOAT SHOW 2024,Charleston in-Boat Show,Public,once a year,http://www.charlestoninwaterboatshow.com/show-details,,True,2024-01-01,1,Brittlebank Park and Bristol Marina,Charleston,SC,USA
"PROGRESSIVE CHICAGO BOAT, RV & SAIL SHOW 2024","Chicago Boat, RV & Sail Show",Public,once a year,http://www.strictlysailchicago.com/,terry@scma.com,False,2024-01-10,5,,,,USA
PROJECT NEW YORK 2024,"Fashion International Trade Show. PROJECT NEW YORK is the premier men's contemporary fashion event, exhibiting advanced contemporary, premium denim & footware, it presents a series of lifestyle destinations in a single location",Public,twice a year,http://www.projectfashionevents.com/ny/en/home.html,cs@fashionresource.com,True,2024-01-01,1,Iron 23,New York,NY,USA
NBEX - NEW BRUNSWICK PROVINCIAL EXHIBITION 2024,New Brunswick Provincial Exhibition,Public,once a year,http://www.nbextheevent.com/,info@nbex.ca,True,2024-09-01,1,Capital Exhibit Centre,Fredericton,NB,Canada
COLUMBIA HOME BUILDING & REMODELING EXPO 2024,Home Building & Remodeling Expo. Columbia Home Building & Remodeling Expo is a comprehensive home show that brings together homeowners and many of the most knowledgeable and experienced remodeling and building experts,Public,once a year,http://www.homeshowcenter.com/overview/columbia,info@homeshowcenter.com,False,2024-01-12,3,Columbia Metropolitan Convention Center,Columbia,SC,USA
AIAA SCITECH FORUM 2024,"AIAA Science and Technology Forum and Exposition. The program covers the science, technologies, and policies that are shaping the future of aerospace",Public,once a year,http://www.aiaa.org/events-learning/Forums,chriss@aiaa.org,False,2024-01-08,5,"Orlando, FL",Orlando,FL,USA
ORIGINAL MIAMI BEACH ANTIQUE SHOW 2024,International Antique Show,Public,once a year,http://www.originalmiamibeachantiqueshow.com/,daphne.moss@usantiqueshows.com,False,2024-01-11,5,Miami Beach Convention Center,Miami,FL,USA
"CHARLESTON BUILD, REMODEL & LANDSCAPE EXPO 2024","Build, Remodel & Landscape Expo. The Charleston Build, Remodel & Landscape Expo is the place to be for the latest innovations, offerings, and ideas in the home building and remodeling industries",Public,once a year,http://www.homeshowcenter.com/overview/Charleston,info@homeshowcenter.com,False,2024-01-05,3,,,,USA
